,place_with_parent_names
7342,|Brasil|Minas Gerais|Belo Horizonte|
7343,|Brasil|Minas Gerais|Poços de Caldas|
7344,|Brasil|Minas Gerais|Belo Horizonte|Carlos Prates|
7345,|Brasil|Minas Gerais|Belo Horizonte|Castelo|
7346,|Brasil|Minas Gerais|Belo Horizonte|Itapoã|
7347,|Brasil|Minas Gerais|Belo Horizonte|Centro|
7348,|Brasil|Minas Gerais|Belo Horizonte|Jardim América|
7349,|Brasil|Minas Gerais|Belo Horizonte|Ouro Preto|
7350,|Brasil|Minas Gerais|Belo Horizonte|Castelo|
7351,|Brasil|Minas Gerais|Belo Horizonte|São Bento|
7352,|Brasil|Minas Gerais|Belo Horizonte|Buritis|
7353,|Brasil|Minas Gerais|Belo Horizonte|Cidade Jardim|
7354,|Brasil|Minas Gerais|Belo Horizonte|Prado|
7355,|Brasil|Minas Gerais|Belo Horizonte|Luxemburgo|
7356,|Brasil|Minas Gerais|Poços de Caldas|
7357,|Brasil|Minas Gerais|Belo Horizonte|
7358,|Brasil|Minas Gerais|Belo Horizonte|Sion|
7359,|Brasil|Minas Gerais|Belo Horizonte|Buritis|
7360,|Brasil|Minas Gerais|Belo Horizonte|Buritis|
7361,|Brasil|Minas Gerais|Belo Horizonte|
7362,|Brasil|Minas Gerais|Belo Horizonte|Buritis|
7363,|Brasil|Minas Gerais|Belo Horizonte|Sion|
7364,|Brasil|Minas Gerais|Belo Horizonte|Cidade Jardim|
7365,|Brasil|Minas Gerais|Belo Horizonte|
7366,|Brasil|Minas Gerais|Belo Horizonte|Luxemburgo|
7367,|Brasil|Minas Gerais|Belo Horizonte|Nova Granada|
7368,|Brasil|Minas Gerais|Poços de Caldas|
7369,|Brasil|Minas Gerais|Belo Horizonte|Buritis|
7370,|Brasil|Minas Gerais|Belo Horizonte|Luxemburgo|
7371,|Brasil|Minas Gerais|Belo Horizonte|Funcionários|
7372,|Brasil|Minas Gerais|Belo Horizonte|Funcionários|
7373,|Brasil|Minas Gerais|Nova Lima|Vila da Serra|
7374,|Brasil|Minas Gerais|Belo Horizonte|
7375,|Brasil|Minas Gerais|Belo Horizonte|Anchieta|
7376,|Brasil|Minas Gerais|Belo Horizonte|Cidade Jardim|
7377,|Brasil|Minas Gerais|Belo Horizonte|Gutierrez|
7378,|Brasil|Minas Gerais|Belo Horizonte|São Lucas|
7379,|Brasil|Minas Gerais|Belo Horizonte|Serra|
7380,|Brasil|Minas Gerais|Belo Horizonte|
7381,|Brasil|Minas Gerais|Belo Horizonte|
7382,|Brasil|Minas Gerais|Juiz de Fora|
7383,|Brasil|Minas Gerais|Belo Horizonte|Floresta|
7384,|Brasil|Minas Gerais|Belo Horizonte|São Lucas|
7385,|Brasil|Minas Gerais|Belo Horizonte|Funcionários|
7386,|Brasil|Minas Gerais|Belo Horizonte|Serra|
7387,|Brasil|Minas Gerais|Belo Horizonte|Sion|
7388,|Brasil|Minas Gerais|Belo Horizonte|
7389,|Brasil|Minas Gerais|Belo Horizonte|Buritis|
7390,|Brasil|Minas Gerais|Belo Horizonte|
7391,|Brasil|Minas Gerais|Belo Horizonte|
7392,|Brasil|Minas Gerais|Uberlândia|
7393,|Brasil|Minas Gerais|Belo Horizonte|Buritis|
7394,|Brasil|Minas Gerais|Belo Horizonte|Belvedere|
7395,|Brasil|Minas Gerais|Belo Horizonte|
7396,|Brasil|Minas Gerais|Belo Horizonte|Centro|
7397,|Brasil|Minas Gerais|Belo Horizonte|Serra|
7398,|Brasil|Minas Gerais|Belo Horizonte|Centro|
7399,|Brasil|Minas Gerais|Belo Horizonte|Serra|
7400,|Brasil|Minas Gerais|Poços de Caldas|
7401,|Brasil|Minas Gerais|Belo Horizonte|Centro|
7402,|Brasil|Minas Gerais|Belo Horizonte|
7403,|Brasil|Minas Gerais|Belo Horizonte|Gutierrez|
7404,|Brasil|Minas Gerais|Belo Horizonte|Havaí|
7405,|Brasil|Minas Gerais|Belo Horizonte|Prado|
7406,|Brasil|Minas Gerais|Belo Horizonte|Buritis|
7407,|Brasil|Minas Gerais|Belo Horizonte|Funcionários|
7408,|Brasil|Minas Gerais|Belo Horizonte|Buritis|
7409,|Brasil|Minas Gerais|Belo Horizonte|
7410,|Brasil|Minas Gerais|Belo Horizonte|Sion|
7411,|Brasil|Minas Gerais|Belo Horizonte|Gutierrez|
7412,|Brasil|Minas Gerais|Belo Horizonte|Padre Eustáquio|
7413,|Brasil|Minas Gerais|Belo Horizonte|Jardim América|
7414,|Brasil|Minas Gerais|Belo Horizonte|Lourdes|
7415,|Brasil|Minas Gerais|Belo Horizonte|Lourdes|
7416,|Brasil|Minas Gerais|Belo Horizonte|Funcionários|
7417,|Brasil|Minas Gerais|Belo Horizonte|
7418,|Brasil|Minas Gerais|Belo Horizonte|Cidade Jardim|
7419,|Brasil|Minas Gerais|Belo Horizonte|Lourdes|
7420,|Brasil|Minas Gerais|Belo Horizonte|Funcionários|
7421,|Brasil|Minas Gerais|Poços de Caldas|
7422,|Brasil|Minas Gerais|Poços de Caldas|
7423,|Brasil|Minas Gerais|Belo Horizonte|Gutierrez|
7424,|Brasil|Minas Gerais|Belo Horizonte|Carlos Prates|
7425,|Brasil|Minas Gerais|Belo Horizonte|Serra|
7426,|Brasil|Minas Gerais|Belo Horizonte|Funcionários|
7427,|Brasil|Minas Gerais|Belo Horizonte|Buritis|
7428,|Brasil|Minas Gerais|Belo Horizonte|Cidade Nova|
7429,|Brasil|Minas Gerais|Belo Horizonte|Prado|
7430,|Brasil|Minas Gerais|Belo Horizonte|Luxemburgo|
7431,|Brasil|Minas Gerais|Belo Horizonte|
7432,|Brasil|Minas Gerais|Belo Horizonte|Sion|
7433,|Brasil|Minas Gerais|Belo Horizonte|Luxemburgo|
7434,|Brasil|Minas Gerais|Belo Horizonte|Buritis|
7435,|Brasil|Minas Gerais|Belo Horizonte|Luxemburgo|
7436,|Brasil|Minas Gerais|Belo Horizonte|Cruzeiro|
7437,|Brasil|Minas Gerais|Belo Horizonte|Gutierrez|
7438,|Brasil|Minas Gerais|Belo Horizonte|Gutierrez|
7439,|Brasil|Minas Gerais|Belo Horizonte|Anchieta|
7440,|Brasil|Minas Gerais|Belo Horizonte|São Lucas|
7441,|Brasil|Minas Gerais|Belo Horizonte|Santo Agostinho|
7442,|Brasil|Minas Gerais|Belo Horizonte|Prado|
7443,|Brasil|Minas Gerais|Belo Horizonte|Lourdes|
7444,|Brasil|Minas Gerais|Belo Horizonte|Funcionários|
7445,|Brasil|Minas Gerais|Belo Horizonte|
7446,|Brasil|Minas Gerais|Belo Horizonte|Serra|
7447,|Brasil|Minas Gerais|Nova Lima|
7448,|Brasil|Minas Gerais|Belo Horizonte|Sion|
7449,|Brasil|Minas Gerais|Belo Horizonte|Santa Amélia|
7450,|Brasil|Minas Gerais|Belo Horizonte|Jaraguá|
7451,|Brasil|Minas Gerais|Belo Horizonte|
7452,|Brasil|Minas Gerais|Belo Horizonte|Buritis|
7453,|Brasil|Minas Gerais|Belo Horizonte|Serra|
7454,|Brasil|Minas Gerais|Poços de Caldas|
7455,|Brasil|Minas Gerais|Belo Horizonte|Luxemburgo|
7456,|Brasil|Minas Gerais|Poços de Caldas|
7457,|Brasil|Minas Gerais|Belo Horizonte|Silveira|
7458,|Brasil|Minas Gerais|Belo Horizonte|Lourdes|
7459,|Brasil|Minas Gerais|Belo Horizonte|Sion|
7460,|Brasil|Minas Gerais|Belo Horizonte|Lourdes|
7461,|Brasil|Minas Gerais|Belo Horizonte|Buritis|
7462,|Brasil|Minas Gerais|Belo Horizonte|Sion|
7463,|Brasil|Minas Gerais|Belo Horizonte|
7464,|Brasil|Minas Gerais|Uberlândia|
7465,|Brasil|Minas Gerais|Belo Horizonte|Ouro Preto|
7466,|Brasil|Minas Gerais|Belo Horizonte|Luxemburgo|
7467,|Brasil|Minas Gerais|Belo Horizonte|Jaraguá|
7468,|Brasil|Minas Gerais|Belo Horizonte|Sion|
7469,|Brasil|Minas Gerais|Belo Horizonte|Anchieta|
7470,|Brasil|Minas Gerais|Poços de Caldas|
7471,|Brasil|Minas Gerais|Belo Horizonte|Serra|
7472,|Brasil|Minas Gerais|Belo Horizonte|Santa Lúcia|
7473,|Brasil|Minas Gerais|Belo Horizonte|Sagrada Família|
7474,|Brasil|Minas Gerais|Belo Horizonte|Sion|
7475,|Brasil|Minas Gerais|Nova Lima|Vila da Serra|
7476,|Brasil|Minas Gerais|Juiz de Fora|
7477,|Brasil|Minas Gerais|Juiz de Fora|
7478,|Brasil|Minas Gerais|Belo Horizonte|Jaraguá|
7479,|Brasil|Minas Gerais|Belo Horizonte|
7480,|Brasil|Minas Gerais|Belo Horizonte|Centro|
7481,|Brasil|Minas Gerais|Belo Horizonte|Santa Efigênia|
7482,|Brasil|Minas Gerais|Belo Horizonte|Sion|
7483,|Brasil|Minas Gerais|Belo Horizonte|Ouro Preto|
7484,|Brasil|Minas Gerais|Belo Horizonte|Santo Agostinho|
7485,|Brasil|Minas Gerais|Belo Horizonte|Itapoã|
7486,|Brasil|Minas Gerais|Belo Horizonte|Lourdes|
7487,|Brasil|Minas Gerais|Belo Horizonte|Sion|
7488,|Brasil|Minas Gerais|Belo Horizonte|Palmeiras|
7489,|Brasil|Minas Gerais|Poços de Caldas|
7490,|Brasil|Minas Gerais|Belo Horizonte|Luxemburgo|
7491,|Brasil|Minas Gerais|Belo Horizonte|Sion|
7492,|Brasil|Minas Gerais|Belo Horizonte|Cidade Jardim|
7493,|Brasil|Minas Gerais|Belo Horizonte|Sagrada Família|
7494,|Brasil|Minas Gerais|Belo Horizonte|
7495,|Brasil|Minas Gerais|Belo Horizonte|Gutierrez|
7496,|Brasil|Minas Gerais|Belo Horizonte|Sion|
7497,|Brasil|Minas Gerais|Belo Horizonte|Luxemburgo|
7498,|Brasil|Minas Gerais|Belo Horizonte|Buritis|
7499,|Brasil|Minas Gerais|Belo Horizonte|Betânia|
7500,|Brasil|Minas Gerais|Belo Horizonte|
7501,|Brasil|Minas Gerais|Belo Horizonte|Funcionários|
7502,|Brasil|Minas Gerais|Belo Horizonte|Prado|
7503,|Brasil|Minas Gerais|Belo Horizonte|Castelo|
7504,|Brasil|Minas Gerais|Belo Horizonte|Luxemburgo|
7505,|Brasil|Minas Gerais|Juiz de Fora|
7506,|Brasil|Minas Gerais|Belo Horizonte|Serra|
7507,|Brasil|Minas Gerais|Belo Horizonte|Barro Preto|
7508,|Brasil|Minas Gerais|Belo Horizonte|Santa Efigênia|
7509,|Brasil|Minas Gerais|Belo Horizonte|Funcionários|
7510,|Brasil|Minas Gerais|Belo Horizonte|Gutierrez|
7511,|Brasil|Minas Gerais|Poços de Caldas|
7512,|Brasil|Minas Gerais|Belo Horizonte|Sagrada Família|
7513,|Brasil|Minas Gerais|Belo Horizonte|Padre Eustáquio|
7514,|Brasil|Minas Gerais|Belo Horizonte|Centro|
7515,|Brasil|Minas Gerais|Belo Horizonte|Jardim América|
7516,|Brasil|Minas Gerais|Belo Horizonte|Serra|
7517,|Brasil|Minas Gerais|Belo Horizonte|Luxemburgo|
7518,|Brasil|Minas Gerais|Belo Horizonte|Sion|
7519,|Brasil|Minas Gerais|Belo Horizonte|Buritis|
7520,|Brasil|Minas Gerais|Belo Horizonte|Serra|
7521,|Brasil|Minas Gerais|Belo Horizonte|Funcionários|
7522,|Brasil|Minas Gerais|Belo Horizonte|Havaí|
7523,|Brasil|Minas Gerais|Juiz de Fora|
7524,|Brasil|Minas Gerais|Belo Horizonte|Jardim América|
7525,|Brasil|Minas Gerais|Belo Horizonte|Centro|
7526,|Brasil|Minas Gerais|Belo Horizonte|Buritis|
7527,|Brasil|Minas Gerais|Belo Horizonte|Sagrada Família|
7528,|Brasil|Minas Gerais|Contagem|
7529,|Brasil|Minas Gerais|Belo Horizonte|São Pedro|
7530,|Brasil|Minas Gerais|Belo Horizonte|Jaraguá|
7531,|Brasil|Minas Gerais|Belo Horizonte|Anchieta|
7532,|Brasil|Minas Gerais|Belo Horizonte|Buritis|
7533,|Brasil|Minas Gerais|Belo Horizonte|Centro|
7534,|Brasil|Minas Gerais|Belo Horizonte|Lourdes|
7535,|Brasil|Minas Gerais|Uberlândia|
7536,|Brasil|Minas Gerais|Belo Horizonte|Santo Agostinho|
7537,|Brasil|Minas Gerais|Belo Horizonte|Cidade Jardim|
7538,|Brasil|Minas Gerais|Belo Horizonte|Grajaú|
7539,|Brasil|Minas Gerais|Belo Horizonte|Centro|
7540,|Brasil|Minas Gerais|Belo Horizonte|Funcionários|
7541,|Brasil|Minas Gerais|Belo Horizonte|Cidade Jardim|
7542,|Brasil|Minas Gerais|Belo Horizonte|Buritis|
7543,|Brasil|Minas Gerais|Belo Horizonte|Lourdes|
7544,|Brasil|Minas Gerais|Belo Horizonte|São Pedro|
7545,|Brasil|Minas Gerais|Belo Horizonte|Lourdes|
7546,|Brasil|Minas Gerais|Belo Horizonte|Cidade Nova|
7547,|Brasil|Minas Gerais|Belo Horizonte|Serra|
7548,|Brasil|Minas Gerais|Belo Horizonte|Santo Agostinho|
7549,|Brasil|Minas Gerais|Belo Horizonte|São Lucas|
7550,|Brasil|Minas Gerais|Poços de Caldas|
7551,|Brasil|Minas Gerais|Belo Horizonte|Buritis|
7552,|Brasil|Minas Gerais|Belo Horizonte|Luxemburgo|
7553,|Brasil|Minas Gerais|Belo Horizonte|Buritis|
7554,|Brasil|Minas Gerais|Belo Horizonte|Gutierrez|
7555,|Brasil|Minas Gerais|Belo Horizonte|Serra|
7556,|Brasil|Minas Gerais|Belo Horizonte|
7557,|Brasil|Minas Gerais|Belo Horizonte|Jardim América|
7558,|Brasil|Minas Gerais|Belo Horizonte|Sion|
7559,|Brasil|Minas Gerais|Belo Horizonte|Funcionários|
7560,|Brasil|Minas Gerais|Belo Horizonte|Grajaú|
7561,|Brasil|Minas Gerais|Belo Horizonte|Serra|
7562,|Brasil|Minas Gerais|Belo Horizonte|Centro|
7563,|Brasil|Minas Gerais|Belo Horizonte|Buritis|
7564,|Brasil|Minas Gerais|Belo Horizonte|
7565,|Brasil|Minas Gerais|Uberlândia|
7566,|Brasil|Minas Gerais|Belo Horizonte|Luxemburgo|
7567,|Brasil|Minas Gerais|Belo Horizonte|Buritis|
7568,|Brasil|Minas Gerais|Belo Horizonte|Cidade Jardim|
7569,|Brasil|Minas Gerais|Belo Horizonte|Sagrada Família|
7570,|Brasil|Minas Gerais|Belo Horizonte|Buritis|
7571,|Brasil|Minas Gerais|Belo Horizonte|Sion|
7572,|Brasil|Minas Gerais|Belo Horizonte|Prado|
7573,|Brasil|Minas Gerais|Belo Horizonte|Itapoã|
7574,|Brasil|Minas Gerais|Belo Horizonte|Buritis|
7575,|Brasil|Minas Gerais|Belo Horizonte|Buritis|
7576,|Brasil|Minas Gerais|Belo Horizonte|
7577,|Brasil|Minas Gerais|Belo Horizonte|Grajaú|
7578,|Brasil|Minas Gerais|Belo Horizonte|Castelo|
7579,|Brasil|Minas Gerais|Nova Lima|
7580,|Brasil|Minas Gerais|Belo Horizonte|Buritis|
7581,|Brasil|Minas Gerais|Belo Horizonte|Buritis|
7582,|Brasil|Minas Gerais|Belo Horizonte|Silveira|
7583,|Brasil|Minas Gerais|Uberlândia|
7584,|Brasil|Minas Gerais|Nova Lima|Jardim Canadá|
7585,|Brasil|Minas Gerais|Belo Horizonte|
7586,|Brasil|Minas Gerais|Belo Horizonte|Sion|
7587,|Brasil|Minas Gerais|Belo Horizonte|Nova Granada|
7588,|Brasil|Minas Gerais|Belo Horizonte|Sion|
7589,|Brasil|Minas Gerais|Belo Horizonte|Buritis|
7590,|Brasil|Minas Gerais|Belo Horizonte|Floresta|
7591,|Brasil|Minas Gerais|Belo Horizonte|Venda Nova|
7592,|Brasil|Minas Gerais|Belo Horizonte|Grajaú|
7593,|Brasil|Minas Gerais|Belo Horizonte|Lourdes|
7594,|Brasil|Minas Gerais|Belo Horizonte|Serra|
7595,|Brasil|Minas Gerais|Belo Horizonte|Funcionários|
7596,|Brasil|Minas Gerais|Belo Horizonte|
7597,|Brasil|Minas Gerais|Belo Horizonte|Buritis|
7598,|Brasil|Minas Gerais|Belo Horizonte|Buritis|
7599,|Brasil|Minas Gerais|Belo Horizonte|Sion|
7600,|Brasil|Minas Gerais|Belo Horizonte|Gutierrez|
7601,|Brasil|Minas Gerais|Belo Horizonte|Buritis|
7602,|Brasil|Minas Gerais|Belo Horizonte|Lourdes|
7603,|Brasil|Minas Gerais|Belo Horizonte|Buritis|
7604,|Brasil|Minas Gerais|Belo Horizonte|Grajaú|
7605,|Brasil|Minas Gerais|Belo Horizonte|Califórnia|
7606,|Brasil|Minas Gerais|Belo Horizonte|Lourdes|
7607,|Brasil|Minas Gerais|Belo Horizonte|Buritis|
7608,|Brasil|Minas Gerais|Belo Horizonte|
7609,|Brasil|Minas Gerais|Belo Horizonte|Sion|
7610,|Brasil|Minas Gerais|Poços de Caldas|
7611,|Brasil|Minas Gerais|Belo Horizonte|Luxemburgo|
7612,|Brasil|Minas Gerais|Belo Horizonte|Santa Efigênia|
7613,|Brasil|Minas Gerais|Belo Horizonte|Sion|
7614,|Brasil|Minas Gerais|Belo Horizonte|Gutierrez|
7615,|Brasil|Minas Gerais|Belo Horizonte|Nova Floresta|
7616,|Brasil|Minas Gerais|Belo Horizonte|Sagrada Família|
7617,|Brasil|Minas Gerais|Belo Horizonte|São Lucas|
7618,|Brasil|Minas Gerais|Belo Horizonte|Jaraguá|
7619,|Brasil|Minas Gerais|Belo Horizonte|Luxemburgo|
7620,|Brasil|Minas Gerais|Belo Horizonte|Sion|
7621,|Brasil|Minas Gerais|Belo Horizonte|Cidade Jardim|
7622,|Brasil|Minas Gerais|Belo Horizonte|Centro|
7623,|Brasil|Minas Gerais|Belo Horizonte|Buritis|
7624,|Brasil|Minas Gerais|Belo Horizonte|
7625,|Brasil|Minas Gerais|Belo Horizonte|Luxemburgo|
7626,|Brasil|Minas Gerais|Belo Horizonte|Serra|
7627,|Brasil|Minas Gerais|Belo Horizonte|São Lucas|
7628,|Brasil|Minas Gerais|Belo Horizonte|
7629,|Brasil|Minas Gerais|Belo Horizonte|Ouro Preto|
7630,|Brasil|Minas Gerais|Belo Horizonte|Lourdes|
7631,|Brasil|Minas Gerais|Belo Horizonte|Castelo|
7632,|Brasil|Minas Gerais|Belo Horizonte|Buritis|
7633,|Brasil|Minas Gerais|Juiz de Fora|
7634,|Brasil|Minas Gerais|Belo Horizonte|Buritis|
7635,|Brasil|Minas Gerais|Belo Horizonte|Centro|
7636,|Brasil|Minas Gerais|Belo Horizonte|
7637,|Brasil|Minas Gerais|Belo Horizonte|Cidade Jardim|
7638,|Brasil|Minas Gerais|Uberlândia|
7639,|Brasil|Minas Gerais|Poços de Caldas|
7640,|Brasil|Minas Gerais|Belo Horizonte|
7641,|Brasil|Minas Gerais|Belo Horizonte|Buritis|
7642,|Brasil|Minas Gerais|Belo Horizonte|Buritis|
7643,|Brasil|Minas Gerais|Belo Horizonte|
7644,|Brasil|Minas Gerais|Belo Horizonte|Gutierrez|
7645,|Brasil|Minas Gerais|Belo Horizonte|Buritis|
7646,|Brasil|Minas Gerais|Belo Horizonte|Castelo|
7647,|Brasil|Minas Gerais|Belo Horizonte|Buritis|
7648,|Brasil|Minas Gerais|Belo Horizonte|Cidade Nova|
7649,|Brasil|Minas Gerais|Belo Horizonte|Buritis|
7650,|Brasil|Minas Gerais|Belo Horizonte|Castelo|
7651,|Brasil|Minas Gerais|Belo Horizonte|São Bento|
7652,|Brasil|Minas Gerais|Belo Horizonte|São Bento|
7653,|Brasil|Minas Gerais|Belo Horizonte|Castelo|
7654,|Brasil|Minas Gerais|Belo Horizonte|Buritis|
7655,|Brasil|Minas Gerais|Uberlândia|
7656,|Brasil|Minas Gerais|Belo Horizonte|Serra|
7657,|Brasil|Minas Gerais|Belo Horizonte|Santa Lúcia|
7658,|Brasil|Minas Gerais|Belo Horizonte|
7659,|Brasil|Minas Gerais|Belo Horizonte|São Pedro|
7660,|Brasil|Minas Gerais|Poços de Caldas|
7661,|Brasil|Minas Gerais|Belo Horizonte|Buritis|
7662,|Brasil|Minas Gerais|Belo Horizonte|Sion|
7663,|Brasil|Minas Gerais|Belo Horizonte|Grajaú|
7664,|Brasil|Minas Gerais|Belo Horizonte|Luxemburgo|
7665,|Brasil|Minas Gerais|Belo Horizonte|Serra|
7666,|Brasil|Minas Gerais|Belo Horizonte|
7667,|Brasil|Minas Gerais|Belo Horizonte|Coração Eucarístico|
7668,|Brasil|Minas Gerais|Belo Horizonte|
7669,|Brasil|Minas Gerais|Belo Horizonte|Gutierrez|
7670,|Brasil|Minas Gerais|Belo Horizonte|Cidade Jardim|
7671,|Brasil|Minas Gerais|Belo Horizonte|Jaraguá|
7672,|Brasil|Minas Gerais|Belo Horizonte|Gutierrez|
7673,|Brasil|Minas Gerais|Belo Horizonte|Centro|
7674,|Brasil|Minas Gerais|Belo Horizonte|Sion|
7675,|Brasil|Minas Gerais|Belo Horizonte|Buritis|
7676,|Brasil|Minas Gerais|Belo Horizonte|Coração de Jesus|
7677,|Brasil|Minas Gerais|Belo Horizonte|Serra|
7678,|Brasil|Minas Gerais|Belo Horizonte|
7679,|Brasil|Minas Gerais|Belo Horizonte|Cidade Jardim|
7680,|Brasil|Minas Gerais|Belo Horizonte|
7681,|Brasil|Minas Gerais|Belo Horizonte|Santo Agostinho|
7682,|Brasil|Minas Gerais|Belo Horizonte|Sion|
7683,|Brasil|Minas Gerais|Belo Horizonte|Prado|
7684,|Brasil|Minas Gerais|Uberlândia|
7685,|Brasil|Minas Gerais|Belo Horizonte|Sagrada Família|
7686,|Brasil|Minas Gerais|Belo Horizonte|
7687,|Brasil|Minas Gerais|Belo Horizonte|Castelo|
7688,|Brasil|Minas Gerais|Belo Horizonte|Cidade Nova|
7689,|Brasil|Minas Gerais|Belo Horizonte|Luxemburgo|
7690,|Brasil|Minas Gerais|Belo Horizonte|Funcionários|
7691,|Brasil|Minas Gerais|Belo Horizonte|Lourdes|
7692,|Brasil|Minas Gerais|Belo Horizonte|Buritis|
7693,|Brasil|Minas Gerais|Belo Horizonte|Buritis|
7694,|Brasil|Minas Gerais|Belo Horizonte|Sagrada Família|
7695,|Brasil|Minas Gerais|Belo Horizonte|Serra|
7696,|Brasil|Minas Gerais|Belo Horizonte|
7697,|Brasil|Minas Gerais|Belo Horizonte|Sagrada Família|
7698,|Brasil|Minas Gerais|Belo Horizonte|São Lucas|
7699,|Brasil|Minas Gerais|Belo Horizonte|Cidade Nova|
7700,|Brasil|Minas Gerais|Belo Horizonte|
7701,|Brasil|Minas Gerais|Belo Horizonte|Funcionários|
7702,|Brasil|Minas Gerais|Belo Horizonte|Funcionários|
7703,|Brasil|Minas Gerais|Belo Horizonte|Funcionários|
7704,|Brasil|Minas Gerais|Belo Horizonte|Lourdes|
7705,|Brasil|Minas Gerais|Belo Horizonte|Sion|
7706,|Brasil|Minas Gerais|Nova Lima|Vila da Serra|
7707,|Brasil|Minas Gerais|Belo Horizonte|Estoril|
7708,|Brasil|Minas Gerais|Nova Lima|Vila da Serra|
7709,|Brasil|Minas Gerais|Belo Horizonte|Caiçaras|
7710,|Brasil|Minas Gerais|Belo Horizonte|Floresta|
7711,|Brasil|Minas Gerais|Belo Horizonte|Santa Efigênia|
7712,|Brasil|Minas Gerais|Belo Horizonte|Funcionários|
7713,|Brasil|Minas Gerais|Belo Horizonte|Sion|
7714,|Brasil|Minas Gerais|Belo Horizonte|Jardim América|
7715,|Brasil|Minas Gerais|Belo Horizonte|
7716,|Brasil|Minas Gerais|Uberlândia|
7717,|Brasil|Minas Gerais|Belo Horizonte|Vila Paris|
7718,|Brasil|Minas Gerais|Belo Horizonte|Gutierrez|
7719,|Brasil|Minas Gerais|Belo Horizonte|Buritis|
7720,|Brasil|Minas Gerais|Belo Horizonte|Buritis|
7721,|Brasil|Minas Gerais|Belo Horizonte|Serra|
7722,|Brasil|Minas Gerais|Belo Horizonte|Anchieta|
7723,|Brasil|Minas Gerais|Belo Horizonte|
7724,|Brasil|Minas Gerais|Belo Horizonte|Padre Eustáquio|
7725,|Brasil|Minas Gerais|Nova Lima|Vila da Serra|
7726,|Brasil|Minas Gerais|Poços de Caldas|
7727,|Brasil|Minas Gerais|Belo Horizonte|Silveira|
7728,|Brasil|Minas Gerais|Belo Horizonte|
7729,|Brasil|Minas Gerais|Belo Horizonte|Santo Agostinho|
7730,|Brasil|Minas Gerais|Belo Horizonte|Sion|
7731,|Brasil|Minas Gerais|Belo Horizonte|Funcionários|
7732,|Brasil|Minas Gerais|Belo Horizonte|Padre Eustáquio|
7733,|Brasil|Minas Gerais|Belo Horizonte|Sion|
7734,|Brasil|Minas Gerais|Belo Horizonte|Sion|
7735,|Brasil|Minas Gerais|Belo Horizonte|Castelo|
7736,|Brasil|Minas Gerais|Belo Horizonte|Lourdes|
7737,|Brasil|Minas Gerais|Belo Horizonte|Cidade Nova|
7738,|Brasil|Minas Gerais|Belo Horizonte|Floresta|
7739,|Brasil|Minas Gerais|Belo Horizonte|Buritis|
7740,|Brasil|Minas Gerais|Belo Horizonte|Buritis|
7741,|Brasil|Minas Gerais|Belo Horizonte|Buritis|
7742,|Brasil|Minas Gerais|Belo Horizonte|Buritis|
7743,|Brasil|Minas Gerais|Belo Horizonte|Funcionários|
7744,|Brasil|Minas Gerais|Belo Horizonte|Buritis|
7745,|Brasil|Minas Gerais|Poços de Caldas|
7746,|Brasil|Minas Gerais|Belo Horizonte|Planalto|
7747,|Brasil|Minas Gerais|Belo Horizonte|
7748,|Brasil|Minas Gerais|Belo Horizonte|Buritis|
7749,|Brasil|Minas Gerais|Belo Horizonte|Jaraguá|
7750,|Brasil|Minas Gerais|Belo Horizonte|Belvedere|
7751,|Brasil|Minas Gerais|Belo Horizonte|
7752,|Brasil|Minas Gerais|Belo Horizonte|Buritis|
7753,|Brasil|Minas Gerais|Belo Horizonte|Gutierrez|
7754,|Brasil|Minas Gerais|Belo Horizonte|Dona Clara|
7755,|Brasil|Minas Gerais|Belo Horizonte|Luxemburgo|
7756,|Brasil|Minas Gerais|Belo Horizonte|Buritis|
7757,|Brasil|Minas Gerais|Belo Horizonte|Sion|
7758,|Brasil|Minas Gerais|Belo Horizonte|Cidade Jardim|
7759,|Brasil|Minas Gerais|Belo Horizonte|Sagrada Família|
7760,|Brasil|Minas Gerais|Belo Horizonte|Serra|
7761,|Brasil|Minas Gerais|Belo Horizonte|Funcionários|
7762,|Brasil|Minas Gerais|Belo Horizonte|
7763,|Brasil|Minas Gerais|Belo Horizonte|Serra|
7764,|Brasil|Minas Gerais|Belo Horizonte|Funcionários|
7765,|Brasil|Minas Gerais|Belo Horizonte|Buritis|
7766,|Brasil|Minas Gerais|Belo Horizonte|Buritis|
7767,|Brasil|Minas Gerais|Belo Horizonte|Luxemburgo|
7768,|Brasil|Minas Gerais|Belo Horizonte|São Pedro|
7769,|Brasil|Minas Gerais|Belo Horizonte|Centro|
7770,|Brasil|Minas Gerais|Belo Horizonte|Cidade Jardim|
7771,|Brasil|Minas Gerais|Belo Horizonte|Gutierrez|
7772,|Brasil|Minas Gerais|Belo Horizonte|Cidade Jardim|
7773,|Brasil|Minas Gerais|Belo Horizonte|Buritis|
7774,|Brasil|Minas Gerais|Belo Horizonte|
7775,|Brasil|Minas Gerais|Belo Horizonte|
7776,|Brasil|Minas Gerais|Belo Horizonte|Sion|
7777,|Brasil|Minas Gerais|Belo Horizonte|
7778,|Brasil|Minas Gerais|Belo Horizonte|Gutierrez|
7779,|Brasil|Minas Gerais|Belo Horizonte|Nova Suíssa|
7780,|Brasil|Minas Gerais|Belo Horizonte|Centro|
7781,|Brasil|Minas Gerais|Uberlândia|
